,id,full_name,language,#commitsBeforeFollowUp,#DevsBeforeFollowUp,SQ/NonSQ,#commitsDuringFollowUp,age_in_ASF,n_closed_issues_start,start_mean_velocity,start_median_velocity,open_issues_at_start,n_created_issues_start,n_closed_issues_end,end_mean,end_median,open_issues_at_end,difference_of_means,difference_of_medians,n_created_issues_end,root_project
1450,252479942,apache/velocity-site,HTML,37,4,NonSQ,50,5335 days 14:07:50,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0,velocity
1451,252552494,apache/airavata-custos-portal,Vue,107,4,NonSQ,281,272 days 01:09:31,32,2 days 10:00:45.593750,0 days 10:11:31.500000,6,57,7,0 days 00:05:04,0 days 00:02:13,48,-3 days +14:04:18.406250,-1 days +13:50:41.500000,18,airavata
1456,255146602,apache/pulsar-adapters,Java,390,49,NonSQ,16,1526 days 19:35:09,3,1 days 18:58:45.666666666,0 days 06:33:23,0,6,0,NaT,NaT,11,NaT,NaT,4,pulsar
1458,255459239,apache/trafficserver-ingress-controller,Go,66,5,NonSQ,67,255 days 02:39:48,50,5 days 07:53:05.100000,0 days 01:01:11,0,67,16,0 days 03:11:58.312500,0 days 00:40:16,16,-6 days +19:18:53.212500,-1 days +23:39:05,16,trafficserver
1459,255516325,apache/pulsar-helm-chart,Shell,81,36,NonSQ,121,900 days 14:47:16,42,10 days 12:24:48.809523809,2 days 02:55:37.500000,5,58,67,91 days 05:26:04.134328358,10 days 15:20:37,79,80 days 17:01:15.324804549,8 days 12:24:59.500000,70,pulsar
1460,255520515,apache/yunikorn-release,Go,58,8,NonSQ,75,203 days 23:59:41,13,1 days 20:13:59.538461538,1 days 00:22:06,0,13,24,6 days 01:42:28.083333333,1 days 06:04:16,0,4 days 05:28:28.544871795,0 days 05:42:10,24,yunikorn
1461,256466283,apache/camel-k-examples,Java,56,8,NonSQ,81,109 days 01:36:51,23,0 days 22:57:20.869565217,0 days 01:24:11,0,23,13,2 days 22:59:52.461538461,1 days 16:53:44,3,2 days 00:02:31.591973244,1 days 15:29:33,12,camel
1462,257240218,apache/flink-training,Java,16,4,NonSQ,43,146 days 19:16:02,4,12 days 14:03:11.250000,5 days 03:35:11.500000,0,5,0,NaT,NaT,0,NaT,NaT,0,flink
1463,257240581,apache/flink-benchmarks,Java,109,18,NonSQ,76,1265 days 21:01:11,6,3 days 10:59:14.666666666,2 days 22:42:29,0,7,5,151 days 05:13:07.200000,231 days 01:21:01,3,147 days 18:13:52.533333334,228 days 02:38:32,7,flink
1464,257985741,apache/geode-dotnet-core-client,C#,10,3,NonSQ,11,25 days 08:02:54,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0,geode
1465,258219612,apache/uima-async-scaleout,Java,1821,2,NonSQ,22,4131 days 20:50:39,0,NaT,NaT,0,1,0,NaT,NaT,1,NaT,NaT,0,uima
1466,259671148,apache/camel-kafka-connector-examples,Java,460,8,NonSQ,368,235 days 05:02:45,207,0 days 00:02:57.265700483,0 days 00:00:07,0,207,2,20 days 21:53:12,20 days 21:53:12,13,20 days 21:50:14.734299517,20 days 21:53:05,5,camel
1467,259884486,apache/sling-org-apache-sling-installer-factory-feature,Java,36,6,NonSQ,20,255 days 00:11:12,1,0 days 02:36:50,0 days 02:36:50,0,1,1,15 days 00:49:21,15 days 00:49:21,0,14 days 22:12:31,14 days 22:12:31,1,sling
1468,261456329,apache/skywalking-python,Python,127,16,NonSQ,130,288 days 12:52:46,85,1 days 20:42:01.600000,0 days 07:36:59,1,85,49,2 days 15:30:20.632653061,0 days 02:46:48,1,0 days 18:48:19.032653061,-1 days +19:09:49,49,skywalking
1469,262085875,apache/sling-slingpackager,JavaScript,23,5,NonSQ,2,369 days 09:55:22,1,3 days 13:30:20,3 days 13:30:20,1,0,1,89 days 13:26:06,89 days 13:26:06,2,85 days 23:55:46,85 days 23:55:46,3,sling
1470,262671277,apache/infrastructure-pypubsub,Python,110,4,NonSQ,10,133 days 19:41:53,3,3 days 03:47:39,2 days 07:45:12,0,3,0,NaT,NaT,0,NaT,NaT,0,infrastructure
1471,263040891,apache/sling-org-apache-sling-graphql-core,Java,128,6,NonSQ,65,178 days 00:49:35,13,7 days 09:50:45.384615384,0 days 16:43:38,1,14,5,78 days 01:33:05.200000,0 days 22:30:55,2,70 days 15:42:19.815384616,0 days 05:47:17,5,sling
1472,263178771,apache/uima-ruta,Java,2180,5,NonSQ,248,3413 days 04:09:15,12,7 days 06:07:37.666666666,0 days 23:16:26,1,11,14,2 days 03:29:50.357142857,0 days 01:16:46.500000,0,-6 days +21:22:12.690476191,-1 days +02:00:20.500000,17,uima
1473,263834466,apache/camel-spring-boot-examples,Java,85,10,NonSQ,154,209 days 04:44:19,28,1 days 04:02:07.571428571,0 days 02:16:43,0,28,29,4 days 04:44:55.689655172,0 days 16:06:13,2,3 days 00:42:48.118226601,0 days 13:49:30,30,camel
1474,263849463,apache/santuario-xml-security-java,Java,1138,7,NonSQ,184,3648 days 20:09:12,5,28 days 08:22:06.800000,3 days 04:19:02,2,5,18,16 days 03:26:52.277777777,10 days 23:20:19,6,-13 days +19:04:45.477777777,7 days 19:01:17,24,santuario
1475,263958647,apache/dubbo-spi-extensions,Java,31,5,NonSQ,192,220 days 08:58:56,4,9 days 03:42:30.750000,0 days 15:45:36.500000,8,11,66,26 days 14:02:19.303030303,2 days 09:08:10.500000,40,17 days 10:19:48.553030303,1 days 17:22:34,64,dubbo
1477,266103387,apache/camel-karaf-examples,,16,4,NonSQ,31,132 days 06:06:02,4,0 days 00:00:06,0 days 00:00:06,0,4,2,0 days 04:55:32.500000,0 days 04:55:32.500000,0,0 days 04:55:26.500000,0 days 04:55:26.500000,2,camel
1478,267707361,apache/tomee-jakartaee-api,Java,102,7,NonSQ,18,2832 days 02:51:21,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0,tomee
1479,269415891,apache/maven-artifact-plugin,Java,66,2,NonSQ,69,387 days 17:00:40,0,NaT,NaT,0,3,0,NaT,NaT,7,NaT,NaT,3,maven
1480,270183255,apache/commons-graph,Java,811,11,NonSQ,8,3363 days 14:02:39,3,38 days 11:38:56.333333333,41 days 10:22:25,2,2,0,NaT,NaT,2,NaT,NaT,2,commons
1481,271370907,apache/tomee-patch-plugin,Java,27,3,NonSQ,62,8 days 08:39:09,0,NaT,NaT,0,0,0,NaT,NaT,5,NaT,NaT,0,tomee
1482,272605939,apache/infrastructure-blocky-client,Python,12,2,NonSQ,27,139 days 04:28:30,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0,infrastructure
1483,272882497,apache/infrastructure-kif,Python,19,3,NonSQ,12,63 days 12:15:57,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0,infrastructure
1484,272912745,apache/infrastructure-loggy,Python,23,5,NonSQ,12,197 days 12:06:15,1,0 days 00:22:31,0 days 00:22:31,0,1,0,NaT,NaT,0,NaT,NaT,0,infrastructure
1485,272933893,apache/echarts-handbook,Vue,101,7,NonSQ,345,238 days 23:13:33,2,24 days 01:32:26,24 days 01:32:26,0,2,33,34 days 11:49:56.484848485,2 days 08:11:20,6,10 days 10:17:30.484848485,-22 days +06:38:54,27,echarts
1486,273382715,apache/apisix-helm-chart,Smarty,4,5,NonSQ,192,171 days 02:59:36,2,4 days 08:08:32,4 days 08:08:32,1,14,87,31 days 20:14:20.712643678,2 days 12:28:55,70,27 days 12:05:48.712643678,-2 days +04:20:23,124,apisix
1487,273413138,apache/shardingsphere-ui,Java,182,17,NonSQ,12,345 days 00:31:27,65,126 days 18:07:16.153846154,3 days 19:11:36,29,40,0,NaT,NaT,15,NaT,NaT,0,shardingsphere
1488,273443550,apache/tomee-jakarta,Java,18,3,NonSQ,175,168 days 01:33:35,0,NaT,NaT,0,0,6,115 days 23:00:43.333333334,112 days 04:35:08.500000,2,NaT,NaT,4,tomee
1489,274822766,apache/skywalking-nodejs,TypeScript,46,5,NonSQ,72,200 days 19:24:19,19,0 days 20:17:11.894736842,0 days 02:50:46,0,19,20,0 days 03:54:33.650000,0 days 00:19:35.500000,0,-1 days +07:37:21.755263158,-1 days +21:28:49.500000,20,skywalking
1490,275569071,apache/airflow-client-go,Go,7,4,NonSQ,10,69 days 08:42:28,5,4 days 21:44:41.200000,0 days 12:51:01,1,4,5,30 days 23:59:29.400000,14 days 14:50:12,2,26 days 02:14:48.200000,14 days 01:59:11,4,airflow
1492,275569232,apache/airflow-client-python,Python,3,3,NonSQ,26,1 days 12:11:00,0,NaT,NaT,0,0,10,69 days 14:57:31.200000,9 days 17:30:53.500000,12,NaT,NaT,10,airflow
1493,275844724,apache/sling-feature-launcher-maven-plugin,Java,21,5,NonSQ,24,171 days 03:03:14,0,NaT,NaT,0,0,7,41 days 07:06:55.142857143,0 days 02:59:33,3,NaT,NaT,4,sling
1494,276293034,apache/age,C,210,7,NonSQ,277,640 days 02:27:05,0,NaT,NaT,0,0,116,32 days 17:55:14.482758620,4 days 13:37:15,42,NaT,NaT,225,age
1495,276293992,apache/age-website,HTML,19,2,NonSQ,85,2 days 01:17:49,0,NaT,NaT,0,1,55,9 days 02:25:43.109090909,0 days 04:04:09,5,NaT,NaT,64,age
1496,276681643,apache/airflow-pgbouncer-exporter,Go,81,4,NonSQ,16,1199 days 05:56:36,1,0 days 03:26:13,0 days 03:26:13,0,1,0,NaT,NaT,0,NaT,NaT,0,airflow
1498,277115802,apache/airflow-openldap,Shell,698,55,NonSQ,1,2433 days 00:32:06,2,0 days 14:14:09.500000,0 days 14:14:09.500000,0,2,0,NaT,NaT,0,NaT,NaT,0,airflow
1500,279800971,apache/shardingsphere-elasticjob-ui,Java,225,17,NonSQ,49,168 days 14:06:24,92,0 days 23:46:07.695652173,0 days 01:00:00,0,96,25,81 days 06:05:05.440000,0 days 02:15:03,16,80 days 06:18:57.744347827,0 days 01:15:03,20,shardingsphere
1502,281977497,apache/phoenix-thirdparty,,6,2,NonSQ,10,94 days 16:47:53,1,50 days 18:30:56,50 days 18:30:56,0,1,1,0 days 03:05:45,0 days 03:05:45,0,-51 days +08:34:49,-51 days +08:34:49,1,phoenix
1503,283392625,apache/apisix-control-plane,Go,25,5,NonSQ,3,77 days 00:20:15,26,2 days 03:48:35.692307692,0 days 01:21:45,0,38,0,NaT,NaT,14,NaT,NaT,0,apisix
1504,285807853,apache/myfaces-homepage,HTML,41,6,NonSQ,143,102 days 04:38:01,6,0 days 02:52:56.666666666,0 days 00:09:29.500000,0,6,4,0 days 05:06:37.750000,0 days 01:18:03,0,0 days 02:13:41.083333334,0 days 01:08:33.500000,4,myfaces
1505,286494547,apache/comdev-events-site,HTML,556,13,NonSQ,9,3088 days 23:13:14,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0,comdev
1506,286530790,apache/airavata-django-portal-sdk,Python,29,2,NonSQ,157,160 days 17:34:17,1,0 days 00:15:26,0 days 00:15:26,0,1,8,129 days 04:36:53,158 days 19:55:30,5,129 days 04:21:27,158 days 19:40:04,3,airavata
1507,288302391,apache/aries-antora,Shell,9,2,NonSQ,12,28 days 07:51:14,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1,aries
1508,288636837,apache/openwhisk-runtime-deno,Shell,2,2,NonSQ,12,0 days 09:54:01,1,0 days 00:07:05,0 days 00:07:05,0,2,3,7 days 03:33:18.333333333,1 days 01:42:17,1,7 days 03:26:13.333333333,1 days 01:35:12,3,openwhisk
1509,289774789,apache/logging-site,HTML,13,2,NonSQ,15,106 days 15:03:10,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0,logging
1510,289783852,apache/flume-site,HTML,7,2,NonSQ,36,0 days 00:39:23,0,NaT,NaT,0,0,1,0 days 00:44:12,0 days 00:44:12,0,NaT,NaT,1,flume
1511,290769621,apache/sling-org-apache-sling-feature-extension-unpack,Java,30,3,NonSQ,17,28 days 02:39:41,0,NaT,NaT,0,0,1,12 days 10:32:29,12 days 10:32:29,0,NaT,NaT,2,sling
1512,290920711,apache/tomee-site-pub,HTML,27390,11,NonSQ,847,2871 days 19:36:09,0,NaT,NaT,0,0,8,91 days 03:22:34.500000,107 days 02:01:29.500000,2,NaT,NaT,6,tomee
1513,291046504,apache/arrow-julia,Julia,190,11,NonSQ,117,1077 days 10:23:07,78,4 days 13:35:48.269230769,0 days 15:39:06.500000,0,94,29,69 days 06:36:44.827586207,1 days 02:27:29,75,64 days 17:00:56.558355438,0 days 10:48:22.500000,43,arrow
1517,292627306,apache/cassandra-harry,Java,20,4,NonSQ,22,97 days 06:21:29,5,1 days 06:56:05,0 days 16:29:48,0,5,2,97 days 07:38:14,97 days 07:38:14,3,96 days 00:42:09,96 days 15:08:26,2,cassandra
1518,294089725,apache/camel-quarkus-examples,Java,28,6,NonSQ,171,93 days 06:59:33,15,0 days 05:18:42.600000,0 days 01:01:26,0,16,32,0 days 14:11:36.968750,0 days 01:29:50.500000,1,0 days 08:52:54.368750,0 days 00:28:24.500000,31,camel
1519,294753905,apache/aries-typedevent,Java,6,2,NonSQ,13,21 days 00:09:09,4,0 days 00:00:19.250000,0 days 00:00:19,0,4,0,NaT,NaT,1,NaT,NaT,0,aries
1520,295955216,apache/infrastructure-boxer,Python,18,2,NonSQ,194,6 days 04:46:29,0,NaT,NaT,0,0,11,14 days 04:50:34.818181818,0 days 00:09:44,1,NaT,NaT,10,infrastructure
1522,297975339,apache/accumulo-classloaders,Java,13,3,NonSQ,6,72 days 02:39:43,5,5 days 20:21:27.200000,0 days 01:16:45,0,5,4,0 days 04:59:31,0 days 00:39:48,0,-6 days +08:38:03.800000,-1 days +23:23:03,4,accumulo
1523,298000757,apache/yetus-test-patch-action,Shell,12,2,NonSQ,3,54 days 16:29:12,10,1 days 10:09:28.200000,1 days 08:27:10,0,10,0,NaT,NaT,0,NaT,NaT,0,yetus
1524,301779997,apache/sling-org-apache-sling-adapter-annotations,Java,21,2,NonSQ,6,52 days 18:41:51,2,1 days 11:04:54.500000,1 days 11:04:54.500000,0,2,1,24 days 16:43:42,24 days 16:43:42,0,23 days 05:38:47.500000,23 days 05:38:47.500000,1,sling
1525,301780174,apache/sling-org-apache-sling-adapter-annotations-it,,10,2,NonSQ,4,49 days 11:58:23,1,2 days 22:10:00,2 days 22:10:00,0,1,0,NaT,NaT,0,NaT,NaT,0,sling
1526,303145663,apache/hop-website,CSS,49,5,NonSQ,356,69 days 14:12:18,15,0 days 01:52:53.600000,0 days 00:17:05,0,15,24,16 days 01:42:46.666666666,0 days 00:01:59,5,15 days 23:49:53.066666666,-1 days +23:44:54,29,hop
1527,303553011,apache/dubbo-go-samples,Go,198,14,NonSQ,410,77 days 08:43:51,26,2 days 11:55:20.653846153,0 days 17:42:30.500000,0,33,92,8 days 22:12:18,0 days 12:24:30,4,6 days 10:16:57.346153847,-1 days +18:41:59.500000,93,dubbo
1528,304245378,apache/directory-site,XSLT,1772,9,NonSQ,110,3176 days 15:44:36,5,8 days 15:14:42.800000,0 days 13:36:16,0,5,3,1 days 08:26:51,0 days 03:28:02,0,-8 days +17:12:08.200000,-1 days +13:51:46,3,directory
1529,305190382,apache/yetus-homebrew,Shell,5,2,NonSQ,5,49 days 07:29:31,3,1 days 22:19:48.333333333,1 days 08:05:34,0,4,0,NaT,NaT,0,NaT,NaT,0,yetus
1530,308593093,apache/thrift-website,CSS,8,2,NonSQ,13,0 days 11:18:13,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1,thrift
1531,308850825,apache/skywalking-satellite,Go,14,4,NonSQ,106,60 days 16:23:01,11,2 days 10:33:36.636363636,0 days 03:23:55,0,11,8,0 days 03:03:14.625000,0 days 01:12:10,0,-3 days +16:29:37.988636364,-1 days +21:48:15,9,skywalking
1533,309940012,apache/uima-parent-pom,,187,3,NonSQ,83,3690 days 05:40:28,2,0 days 00:05:11,0 days 00:05:11,0,3,3,0 days 07:05:55.333333333,0 days 04:02:14,0,0 days 07:00:44.333333333,0 days 03:57:03,5,uima
1534,311672565,apache/airavata-data-lake,Java,4,3,NonSQ,520,30 days 15:23:55,0,NaT,NaT,0,0,80,0 days 02:06:01.350000,0 days 00:00:05,10,NaT,NaT,82,airavata
1536,312392792,apache/uima-build-resources,XSLT,66,2,NonSQ,13,3695 days 21:56:25,2,0 days 06:22:49,0 days 06:22:49,0,2,0,NaT,NaT,0,NaT,NaT,0,uima
1537,313376570,apache/ozone-docker-builder,Dockerfile,17,3,NonSQ,3,556 days 19:51:34,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0,ozone
1538,313377132,apache/ozone-docker-runner,Dockerfile,10,6,NonSQ,14,387 days 21:50:46,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0,ozone
1540,314304931,apache/ignite-python-thin-client,Python,9,6,NonSQ,63,805 days 00:51:55,1,3 days 21:28:24,3 days 21:28:24,0,1,6,0 days 21:14:16.833333333,0 days 01:45:40.500000,2,-4 days +23:45:52.833333333,-4 days +04:17:16.500000,7,ignite
1541,314307926,apache/ignite-nodejs-thin-client,TypeScript,12,6,NonSQ,9,845 days 00:05:21,0,NaT,NaT,0,2,2,0 days 09:54:57,0 days 09:54:57,1,NaT,NaT,2,ignite
1542,315377678,apache/ignite-3,Java,46,7,NonSQ,1305,38 days 01:59:38,16,3 days 17:56:44.312500,0 days 14:37:00.500000,0,22,630,39 days 21:30:49.853968254,3 days 21:37:43,83,36 days 03:34:05.541468254,3 days 07:00:42.500000,577,ignite
1543,316177855,apache/camel-kamelets,Java,2,2,NonSQ,2361,0 days 00:30:00,0,NaT,NaT,0,0,270,6 days 15:18:34.511111111,0 days 00:08:14,41,NaT,NaT,275,camel
1544,318327240,apache/datasketches-server,Java,1,2,NonSQ,20,0 days 00:00:00,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1,datasketches
1545,318786861,apache/iotdb-client-go,Go,6,5,NonSQ,49,15 days 02:55:40,5,5 days 10:05:27.400000,0 days 19:41:52,0,6,35,4 days 06:08:28.514285714,0 days 00:44:38,2,-2 days +20:03:01.114285714,-1 days +05:02:46,34,iotdb
1546,321521282,apache/apisix-ingress-docker,Dockerfile,2,2,NonSQ,11,12 days 07:50:35,0,NaT,NaT,0,0,3,1 days 07:42:03.666666666,0 days 00:05:41,0,NaT,NaT,3,apisix
1548,321705344,apache/openoffice-mwiki,CSS,15,4,NonSQ,1,7 days 07:19:07,1,0 days 00:55:01,0 days 00:55:01,0,1,0,NaT,NaT,0,NaT,NaT,0,openoffice
1549,323231688,apache/skywalking-eyes,Go,59,4,NonSQ,128,43 days 03:02:16,16,0 days 02:02:25.187500,0 days 00:22:22.500000,0,16,25,0 days 08:01:53.640000,0 days 00:30:30,0,0 days 05:59:28.452500,0 days 00:08:07.500000,25,skywalking
1552,324770878,apache/skywalking-infra-e2e,Go,2,3,NonSQ,87,1 days 13:13:10,1,0 days 00:30:31,0 days 00:30:31,0,1,17,3 days 23:39:14.588235294,0 days 01:04:17,0,3 days 23:08:43.588235294,0 days 00:33:46,17,skywalking
1555,325243863,apache/echarts-bar-racing,TypeScript,1,2,NonSQ,29,0 days 00:00:00,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,3,echarts
1564,335236401,apache/buildstream,Python,7172,59,NonSQ,673,1515 days 04:32:09,0,NaT,NaT,0,0,115,106 days 05:46:40.721739130,5 days 23:13:56,252,NaT,NaT,140,buildstream
1569,340642806,apache/solr-site,HTML,1566,64,NonSQ,294,3654 days 04:42:29,0,NaT,NaT,0,0,7,0 days 21:25:30.428571428,0 days 23:42:55,1,NaT,NaT,8,solr
1570,341374920,apache/solr,Java,34555,220,NonSQ,1753,7050 days 18:15:12,475,951 days 11:37:58.191578944,163 days 09:22:36,3952,431,578,161 days 11:49:10.645328718,7 days 02:02:59.500000,4085,-790 days +00:11:12.453749774,-157 days +16:40:23.500000,659,solr
1572,341631350,apache/lucene,Java,34554,220,NonSQ,1810,7050 days 18:15:12,368,126 days 17:40:00.842391304,8 days 10:36:39,3399,454,493,61 days 09:46:25.152129817,3 days 07:26:36,3959,-66 days +16:06:24.309738513,-6 days +20:49:57,503,lucene
1592,358536014,apache/sling-org-apache-sling-auth-saml2,Java,99,3,NonSQ,46,180 days 17:13:32,0,NaT,NaT,0,0,0,NaT,NaT,2,NaT,NaT,1,sling
1595,358917250,apache/arrow-rs,Rust,2558,181,NonSQ,1910,1791 days 02:02:19,0,NaT,NaT,0,0,1487,39 days 07:04:45.847343645,1 days 01:54:27,344,NaT,NaT,1426,arrow
1596,358917318,apache/arrow-datafusion,Rust,2475,165,NonSQ,2450,1791 days 02:02:19,0,NaT,NaT,0,0,1754,24 days 09:05:55.825541619,1 days 20:01:10.500000,440,NaT,NaT,1940,arrow
1597,359618069,apache/qpid-protonj2,Java,1725,4,NonSQ,427,1278 days 23:21:56,0,NaT,NaT,0,0,1,21 days 02:42:02,21 days 02:42:02,1,NaT,NaT,2,qpid
1598,360431125,apache/cloudstack-terraform-provider,Go,334,41,NonSQ,26,2188 days 22:09:47,0,NaT,NaT,0,0,2,23 days 06:27:01.500000,23 days 06:27:01.500000,8,NaT,NaT,7,cloudstack
1600,361372056,apache/sis-site,HTML,461,6,NonSQ,67,3036 days 10:24:08,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1,sis
1601,364351791,apache/felix-antora-site,HTML,1058,15,NonSQ,108,2934 days 09:37:52,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0,felix
1602,364393210,apache/daffodil-vscode,TypeScript,303,9,NonSQ,190,1925 days 06:53:36,0,NaT,NaT,0,0,153,26 days 21:00:27.392156862,7 days 00:33:45,66,NaT,NaT,189,daffodil
1604,366196174,apache/tomee-release-tools,Java,75,7,NonSQ,22,2802 days 03:58:46,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1,tomee
1614,378325202,apache/arrow-experimental-rs-parquet2,,2558,181,NonSQ,484,1791 days 02:02:19,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0,arrow
1615,378986140,apache/cloudstack-go,Go,147,11,NonSQ,49,2117 days 10:22:13,0,NaT,NaT,0,0,5,37 days 10:37:42,20 days 18:32:06,8,NaT,NaT,5,cloudstack
1616,379983367,apache/netbeans-native-launchers,C++,15,5,NonSQ,31,917 days 10:43:07,0,NaT,NaT,0,0,5,2 days 00:24:42.800000,2 days 05:26:33,0,NaT,NaT,5,netbeans
1618,380657505,apache/arrow-experimental-rs-arrow2,,2558,181,NonSQ,482,1791 days 02:02:19,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0,arrow
1630,394265474,apache/rocketmq-dashboard,Java,48,21,NonSQ,121,1371 days 08:34:34,0,NaT,NaT,0,0,13,24 days 10:12:15.153846153,5 days 21:52:58,16,NaT,NaT,30,rocketmq
1631,397996130,apache/age-viewer,JavaScript,273,4,NonSQ,270,159 days 23:16:31,0,NaT,NaT,0,0,49,19 days 02:15:28.714285714,9 days 11:10:08,1,NaT,NaT,73,age
1632,399046935,apache/rocketmq-flink,Java,24,15,NonSQ,71,1338 days 21:25:09,0,NaT,NaT,0,0,41,67 days 07:32:20.707317073,6 days 19:25:18,13,NaT,NaT,47,rocketmq
1633,400172901,apache/skywalking-java,Java,6143,304,NonSQ,760,1881 days 08:30:37,0,NaT,NaT,0,0,169,1 days 06:59:07.313609467,0 days 03:23:47,1,NaT,NaT,168,skywalking
1635,403603768,apache/turbine-fulcrum-json,Java,143,4,NonSQ,19,2430 days 02:17:30,0,NaT,NaT,0,0,1,111 days 14:15:04,111 days 14:15:04,1,NaT,NaT,1,turbine
1636,403604073,apache/turbine-fulcrum-security,Java,198,4,NonSQ,22,4807 days 19:45:12,0,NaT,NaT,0,0,2,17 days 05:29:14.500000,17 days 05:29:14.500000,0,NaT,NaT,3,turbine
1652,435136692,apache/maven-wrapper,Java,271,35,NonSQ,95,2466 days 04:29:16,0,NaT,NaT,7,7,28,60 days 08:18:07.464285714,26 days 04:15:11,19,NaT,NaT,38,maven
1660,453634147,apache/ratis-hadoop-projects,Java,1109,40,NonSQ,160,1732 days 01:06:35,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1,ratis
1667,457384816,apache/uima-uimaj-io-jsoncas,Java,281,4,NonSQ,101,2269 days 19:28:18,0,NaT,NaT,0,0,2,19 days 13:13:20.500000,19 days 13:13:20.500000,1,NaT,NaT,4,uima
1668,457619173,apache/doris-spark-connector,Java,12,4,NonSQ,73,178 days 22:42:16,0,NaT,NaT,0,0,17,18 days 08:06:43.705882353,4 days 21:35:17,2,NaT,NaT,24,doris
1678,470912362,apache/drill-test-framework,Euphoria,960,28,NonSQ,7,1776 days 18:17:07,0,NaT,NaT,0,0,3,133 days 12:06:30.666666666,161 days 16:54:22,3,NaT,NaT,3,drill
1681,474942253,apache/flink-connector-elasticsearch,Java,123,45,NonSQ,197,1495 days 20:36:48,0,NaT,NaT,0,0,25,2 days 21:19:06.680000,0 days 06:32:03,2,NaT,NaT,28,flink
1688,491623541,apache/flink-connector-rabbitmq,Java,41,21,NonSQ,53,1500 days 22:23:14,0,NaT,NaT,0,0,3,5 days 16:12:01.666666666,6 days 01:46:13,1,NaT,NaT,3,flink
1690,494107715,apache/arrow-ballista,Rust,2475,165,NonSQ,1672,1791 days 02:02:19,0,NaT,NaT,0,0,407,13 days 11:37:58.987714987,2 days 03:18:04,46,NaT,NaT,491,arrow
1701,517148921,apache/juddi-scout,Java,531,4,NonSQ,25,5183 days 06:51:03,0,NaT,NaT,3,0,14,4 days 11:55:28.357142857,0 days 09:10:20,3,NaT,NaT,19,juddi
1715,542858730,apache/pulsar-client-python,Python,139,40,NonSQ,88,1251 days 05:59:58,0,NaT,NaT,2,3,36,26 days 21:19:47.361111111,1 days 15:53:37,17,NaT,NaT,57,pulsar
1716,542858846,apache/pulsar-client-cpp,C++,499,72,NonSQ,342,1422 days 07:06:43,0,NaT,NaT,7,0,116,13 days 02:42:46.405172413,0 days 21:22:29.500000,12,NaT,NaT,151,pulsar
1720,555247140,apache/karaf-minho,Java,57,3,NonSQ,156,19 days 16:16:24,0,NaT,NaT,0,0,25,0 days 06:32:08.360000,0 days 00:48:52,0,NaT,NaT,37,karaf
1721,556736332,apache/netbeans-native-installers,C,13,7,NonSQ,7,1092 days 06:44:13,0,NaT,NaT,0,0,2,22 days 10:27:52.500000,22 days 10:27:52.500000,0,NaT,NaT,3,netbeans
1723,564263024,apache/flink-connector-cassandra,Java,89,39,NonSQ,73,1540 days 00:00:11,0,NaT,NaT,0,0,2,1 days 10:03:09.500000,1 days 10:03:09.500000,0,NaT,NaT,3,flink
1725,569293325,apache/flink-connector-kafka,Java,204,52,NonSQ,377,809 days 19:50:32,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1,flink
1726,569311990,apache/flink-connector-hbase,Java,23,13,NonSQ,86,129 days 01:13:26,0,NaT,NaT,0,0,4,4 days 16:33:43.750000,4 days 23:22:53,0,NaT,NaT,6,flink
1728,569774736,apache/flink-connector-gcp-pubsub,Java,36,13,NonSQ,38,856 days 00:09:05,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1,flink
1729,569901162,apache/flink-connector-jdbc,Java,60,27,NonSQ,156,349 days 13:47:28,0,NaT,NaT,0,0,5,2 days 08:17:30.800000,2 days 11:04:27,0,NaT,NaT,14,flink
1731,571892455,apache/logging-log4j-server,Java,32,5,NonSQ,2,716 days 16:15:58,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1,logging
1732,571911452,apache/infrastructure-jira-issues-importer,Python,14,5,NonSQ,21,932 days 22:24:54,0,NaT,NaT,0,0,1,0 days 07:26:32,0 days 07:26:32,0,NaT,NaT,1,infrastructure
